"","SP_ID","Int_Name","PA_type","PA_DEF","IUCN_CAT","RealmNr","Biodiversity","Wilderness","ClimateStability","LandUseStability","Size","ClimateProtection"
"1031",1039,"Reserva Provincial y de la Biosfera Laguna Blanca","KBA",NA,NA,6,0.162851766156079,0.727391303472285,0.720596787702714,0.615174269213252,0.651803228492261,0.00627169487423743
"1035",687,"Rio Arrojado","KBA",NA,NA,6,0.273447065117612,0.372822148446432,0.756283748024378,0.716686850055588,0.609185391071945,0.102822318346565
"1036",757,"Rio Capim","KBA",NA,NA,6,0.341000453784374,0.516356730582168,0.68043623858656,0.747126731178449,0.831134163359727,0.544789894517055
"1037",506,"Rio Pure",NA,1,"II",6,0.386018234871766,0.983306749229274,0.651778465639664,0.862682323604149,0.724884774743195,0.826107412849593
"1038",1348,"Rio Tacutu","KBA",NA,NA,6,0.526783604354729,0.471830330057444,0.884073397458971,0.841119585997192,0.87622474685029,0.223658880844857
"1039",753,"Rios Negro e Aquidauana","KBA",NA,NA,6,0.243028617410151,0.457782631610809,0.764158543943667,0.454334495591764,0.568963886991073,0.165983080156467
"1051",1057,"Salinas de Ambargasta","KBA",NA,NA,6,0.109161133291582,0.615804194878892,0.711011372719982,0.363831354719272,0.534776268341598,0.0846144323272307
"1052",1040,"Salinas Grandes","KBA",NA,NA,6,0.182639178485446,0.646508587773348,0.873734641105534,0.209047218533237,0.642457939472154,0.0694707074028873
"1056",1044,"San Antonio Oeste","KBA",NA,NA,6,0.0245564955405864,0.383432256399445,0.484003528412641,0.824393684011973,0.573097511279478,0.0115295222801919
"1057",304,"San Guillermo",NA,1,"II",6,0.0816788823646717,0.839045128268484,0.698527870390541,0.565347612827303,0.718808669240389,0.00221568834300321
"1058",1061,"San Javier","KBA",NA,NA,6,0.123984814788754,0.290949475008496,0.511862531626521,0.520877380954696,0.584828810941851,0.128679800396435
"1063",532,"Sangay National Park",NA,1,"Not Applicable",6,0.735371844570712,0.712580784948169,0.892349261948192,0.803736666364568,0.537524058103068,0.614356331732427
"1066",1306,"Santiago pampas","KBA",NA,NA,6,0.230702799005432,0.121554527145869,0.543602243851375,0.41761579042703,0.532615874305303,0.127127840311982
"1070",742,"Savanas do Amapá","KBA",NA,NA,6,0.349687375910521,0.668181512615249,0.845708454393958,0.851395884343359,0.69045064381171,0.48721702797526
"1074",1283,"Selva Zoque I","KBA",NA,NA,6,0.455800993418135,0.747136065139489,0.896589146191508,0.577208274954551,0.733483991115396,0.195360355912897
"1079",739,"Serra dos Carajás","KBA",NA,NA,6,0.301563448737483,0.561470706392805,0.590183170221739,0.753972132123621,0.754458208940527,0.476127387672813
"1080",262,"Serranía de la Neblina",NA,1,"II",6,0.406612219013561,0.979659520864645,0.728800423849893,0.862068723593911,0.745120798131858,0.766702869836674
"1081",1311,"Serranía de los Yariguíes","KBA",NA,NA,6,0.569878996050328,0.486990746622916,0.810382846635727,0.86152266616318,0.53277120095488,0.396854884810457
"1082",1073,"Serranía de San Lucas","KBA",NA,NA,6,0.384103211435368,0.693965090182914,0.800458253847223,0.912091009647054,0.672974944056729,0.362745573239211
"1083",502,"Serrania de Chiribiquete",NA,1,"II",6,0.403083730720162,0.942541394716601,0.769057285387402,0.883000607718872,0.925219812714299,0.866097575761865
"1084",720,"Serranias del Este","KBA",NA,NA,6,0.112522357292667,0.104692888248219,0.545348479189826,0.796842254433158,0.644451292035195,0.0569910740900521
